comprador_id,renda_mensal_declarada,idade,estado_civil,profissao,numero_imoveis_adquiridos,possui_restricao_credito,pep
CPF-05349,8648.73,54,Casado,Autônomo,1,0,0
CPF-01292,4721.44,25,Divorciado,Médico,2,0,0
CPF-05660,8007.7,54,Solteiro,Comerciante,1,0,0
CPF-07908,6645.42,58,Casado,Comerciante,1,0,0
CPF-00614,5211.88,32,Divorciado,Autônomo,2,0,0
CPF-00825,5684.14,26,Divorciado,Advogado,2,0,0
CPF-06565,16042.3,54,Solteiro,Outros,2,1,0
CPF-02065,5036.42,25,Casado,Advogado,1,1,0
CPF-06400,7902.42,52,Casado,Médico,1,1,0
CPF-01508,6323.0,53,Solteiro,Comerciante,1,0,0
CPF-01142,5123.79,34,Solteiro,Outros,2,0,0
CPF-02906,7495.72,43,Casado,Outros,1,0,0
CPF-01440,4546.93,65,Solteiro,Comerciante,1,0,0
CPF-04649,8482.57,49,Casado,Servidor,2,0,0
CPF-05693,5186.3,64,Casado,Advogado,2,0,0
CPF-02325,10571.55,51,Casado,Empresário,2,1,0
CPF-03558,12100.8,64,Divorciado,Comerciante,1,0,0
CPF-01611,6409.9,55,Divorciado,Advogado,1,0,0
CPF-05338,8695.35,35,Casado,Empresário,1,0,0
CPF-07245,8182.8,56,Casado,Empresário,1,0,0
CPF-03291,9576.97,65,Casado,Médico,2,0,0
CPF-05659,5404.6,36,Solteiro,Autônomo,1,1,0
CPF-05417,13343.67,64,Solteiro,Comerciante,1,0,0
CPF-03429,5321.64,57,Casado,Autônomo,2,0,0
CPF-04610,9874.59,28,Solteiro,Comerciante,2,0,0
CPF-01024,12437.21,32,Solteiro,Engenheiro,1,0,0
CPF-06362,7914.88,39,Solteiro,Servidor,1,0,0
CPF-03444,5563.71,26,Casado,Engenheiro,1,0,0
CPF-02084,5207.89,40,Casado,Engenheiro,1,0,0
CPF-04576,9823.78,31,Solteiro,Médico,1,0,0
CPF-00183,11736.4,50,Casado,Médico,2,0,0
CPF-00302,14634.13,50,Casado,Engenheiro,2,0,0
CPF-05982,9830.71,52,Divorciado,Engenheiro,1,0,0
CPF-03443,6605.67,39,Casado,Servidor,1,0,0
CPF-06679,5343.85,25,Solteiro,Empresário,2,0,0
CPF-05635,8499.3,52,Casado,Autônomo,2,0,0
CPF-07851,10137.2,27,Casado,Advogado,2,0,0
CPF-07527,8727.68,37,Solteiro,Autônomo,2,0,0
CPF-00878,9374.22,61,Solteiro,Médico,1,0,0
CPF-07719,10383.96,60,Divorciado,Engenheiro,1,0,0
CPF-03275,9114.07,33,Divorciado,Médico,1,0,0
CPF-05347,6289.75,29,Divorciado,Autônomo,2,0,0
CPF-04362,6387.17,26,Divorciado,Engenheiro,1,0,0
CPF-05265,4323.96,32,Casado,Servidor,1,0,0
CPF-04543,9151.92,35,Divorciado,Servidor,2,0,0
CPF-00603,9094.81,30,Casado,Médico,2,0,0
CPF-03943,11213.75,60,Divorciado,Servidor,1,0,0
CPF-04507,6788.65,60,Casado,Engenheiro,1,0,0
CPF-01968,3303.66,60,Casado,Engenheiro,1,1,0
CPF-07796,11477.17,32,Divorciado,Engenheiro,2,0,0
CPF-04236,11714.26,26,Casado,Outros,2,0,0
CPF-07172,13915.87,57,Solteiro,Autônomo,1,1,0
CPF-01787,4719.44,25,Casado,Outros,2,0,0
CPF-01057,12506.7,35,Casado,Autônomo,2,0,0
CPF-00316,7207.91,63,Divorciado,Empresário,1,1,0
CPF-02608,6984.68,60,Solteiro,Autônomo,2,0,0
CPF-03250,3851.3,44,Divorciado,Engenheiro,2,1,1
CPF-02925,9442.2,34,Casado,Comerciante,1,0,0
CPF-00268,7381.41,54,Divorciado,Médico,2,0,0
CPF-03480,3919.12,40,Casado,Outros,1,0,0
CPF-04851,6180.45,29,Solteiro,Outros,2,0,0
CPF-06591,11734.74,54,Divorciado,Autônomo,2,0,0
CPF-04627,5719.32,58,Solteiro,Autônomo,1,0,0
CPF-04969,11499.46,54,Solteiro,Advogado,2,0,0
CPF-07326,4893.36,35,Solteiro,Autônomo,2,0,0
CPF-01405,11606.14,32,Casado,Advogado,1,0,0
CPF-01846,10221.16,49,Casado,Engenheiro,2,0,0
CPF-02274,6654.47,53,Divorciado,Servidor,2,0,0
CPF-07404,4404.22,50,Solteiro,Comerciante,2,0,0
CPF-02094,9669.73,52,Divorciado,Comerciante,2,0,0
CPF-02751,6535.02,63,Divorciado,Médico,2,0,0
CPF-07372,13588.03,59,Divorciado,Engenheiro,2,0,0
CPF-01978,5457.62,50,Casado,Outros,1,0,0
CPF-02618,7704.66,32,Solteiro,Engenheiro,1,0,0
CPF-06970,12715.6,40,Casado,Médico,1,0,0
CPF-02941,3832.39,65,Casado,Comerciante,2,0,0
CPF-03573,8888.11,31,Casado,Advogado,2,0,0
CPF-06905,6466.73,62,Solteiro,Médico,1,0,0
CPF-03129,1500.0,62,Casado,Advogado,1,0,0
CPF-00547,9118.4,51,Divorciado,Advogado,2,0,0
CPF-03266,11332.43,62,Divorciado,Servidor,1,0,0
CPF-00419,8443.74,61,Casado,Engenheiro,1,0,0
CPF-06560,4038.12,60,Divorciado,Advogado,1,0,1
CPF-06239,7538.56,51,Casado,Outros,2,0,0
CPF-00540,3849.54,37,Solteiro,Servidor,2,0,0
CPF-06258,11476.82,35,Divorciado,Advogado,1,0,0
CPF-05125,5025.37,55,Casado,Empresário,2,0,0
CPF-01815,9784.36,48,Divorciado,Empresário,1,0,0
CPF-07792,10899.2,25,Solteiro,Empresário,2,0,0
CPF-07991,10942.31,26,Casado,Comerciante,2,0,0
CPF-01368,8582.08,48,Divorciado,Servidor,2,0,0
CPF-07443,6702.53,42,Casado,Médico,2,0,0
CPF-07088,9707.38,40,Casado,Autônomo,1,0,0
CPF-03038,14659.33,60,Divorciado,Engenheiro,1,0,0
CPF-03111,12750.51,62,Solteiro,Comerciante,2,0,0
CPF-02335,14546.33,55,Solteiro,Servidor,1,0,0
CPF-05688,13001.13,59,Casado,Advogado,2,1,0
CPF-03437,15200.98,47,Divorciado,Autônomo,2,0,0
CPF-00323,7597.24,37,Solteiro,Engenheiro,2,0,0
CPF-00360,6847.47,51,Divorciado,Outros,2,1,0
CPF-02449,11065.69,48,Divorciado,Outros,2,1,0
CPF-05838,10826.76,50,Casado,Engenheiro,1,0,0
CPF-05037,10440.97,39,Divorciado,Engenheiro,2,1,0
CPF-07039,10392.14,58,Divorciado,Autônomo,2,1,0
CPF-05462,7633.19,27,Solteiro,Advogado,1,0,0
CPF-04672,11449.47,39,Solteiro,Advogado,1,0,0
CPF-03379,9561.37,53,Casado,Servidor,2,0,0
CPF-01195,14609.91,59,Divorciado,Advogado,1,1,0
CPF-02419,3320.96,58,Divorciado,Autônomo,1,0,0
CPF-07850,10239.98,54,Solteiro,Outros,1,1,0
CPF-04681,11768.69,64,Divorciado,Comerciante,1,0,0
CPF-07145,10024.44,46,Casado,Médico,2,0,0
CPF-02388,8034.16,52,Casado,Médico,2,0,0
CPF-00769,6001.46,50,Divorciado,Outros,1,0,0
CPF-02038,3972.74,27,Casado,Empresário,2,0,0
CPF-00429,8237.18,65,Casado,Autônomo,2,0,0
CPF-03251,9827.91,65,Casado,Advogado,1,0,0
CPF-06501,5625.58,43,Divorciado,Comerciante,1,1,0
CPF-04850,5393.15,26,Divorciado,Servidor,1,0,0
CPF-04346,2754.98,60,Divorciado,Servidor,1,0,0
CPF-00263,9908.44,37,Casado,Advogado,1,0,0
CPF-04876,7120.17,34,Divorciado,Outros,1,0,0
CPF-05934,4797.17,59,Casado,Comerciante,2,0,0
CPF-01921,7250.0,29,Divorciado,Servidor,2,1,0
CPF-06595,14392.59,49,Divorciado,Servidor,2,0,0
CPF-03449,9612.43,64,Casado,Outros,2,0,0
CPF-02911,7238.04,51,Divorciado,Advogado,1,0,0
CPF-01454,6375.33,44,Divorciado,Servidor,1,0,0
CPF-02513,5707.97,54,Casado,Engenheiro,2,0,0
CPF-07780,8999.23,42,Casado,Empresário,2,0,0
CPF-02961,7091.26,48,Divorciado,Servidor,1,0,0
CPF-06684,9706.51,50,Divorciado,Autônomo,2,0,0
CPF-07103,8093.33,30,Casado,Outros,2,0,0
CPF-00057,10206.4,43,Divorciado,Engenheiro,1,0,0
CPF-05245,5090.09,65,Divorciado,Advogado,2,0,0
CPF-07875,14363.71,44,Divorciado,Advogado,1,0,0
CPF-03766,5703.72,30,Casado,Autônomo,2,0,0
CPF-01831,6443.28,60,Solteiro,Empresário,1,0,0
CPF-02764,8903.43,53,Solteiro,Servidor,1,0,1
CPF-01332,9330.21,30,Divorciado,Outros,2,0,0
CPF-04826,10057.12,40,Solteiro,Médico,1,0,0
CPF-02476,5499.93,58,Solteiro,Comerciante,1,0,0
CPF-02017,9107.36,44,Solteiro,Médico,1,0,0
CPF-05757,4169.49,33,Divorciado,Servidor,1,0,0
CPF-06094,9339.17,35,Divorciado,Autônomo,2,0,1
CPF-04037,10380.24,65,Casado,Advogado,2,0,0
CPF-00816,9592.15,29,Divorciado,Médico,1,0,0
CPF-01559,2542.12,25,Solteiro,Outros,1,0,0
CPF-02913,8845.51,38,Divorciado,Empresário,1,0,0
CPF-02900,7571.46,37,Casado,Outros,1,0,0
CPF-07489,8575.79,27,Solteiro,Servidor,2,0,0
CPF-03109,13219.94,32,Solteiro,Médico,1,0,0
CPF-03815,10700.82,43,Divorciado,Engenheiro,1,0,0
CPF-07200,6147.88,45,Divorciado,Empresário,2,0,0
CPF-02632,6482.81,59,Solteiro,Comerciante,2,1,0
CPF-01384,7049.39,25,Divorciado,Engenheiro,1,1,0
CPF-01704,4986.4,54,Casado,Médico,1,1,1
CPF-07562,10083.41,29,Solteiro,Comerciante,2,0,0
CPF-00147,11184.1,54,Solteiro,Autônomo,2,0,0
CPF-07268,8425.59,61,Divorciado,Servidor,2,0,0
CPF-02853,6724.23,45,Divorciado,Servidor,2,0,0
CPF-01161,9115.71,29,Casado,Autônomo,1,0,0
CPF-06380,6756.83,32,Solteiro,Advogado,1,1,0
CPF-05681,12042.07,52,Solteiro,Empresário,1,0,0
CPF-00188,6797.93,39,Casado,Médico,2,0,0
CPF-00475,10939.44,46,Casado,Advogado,1,0,0
CPF-09007,2922.53,59,Divorciado,Autônomo,6,0,0
CPF-01604,7432.7,45,Solteiro,Médico,1,0,0
CPF-06386,1504.76,64,Divorciado,Servidor,1,0,0
CPF-01139,1500.0,47,Divorciado,Autônomo,2,0,0
CPF-02235,10986.24,47,Casado,Autônomo,2,0,0
CPF-03809,10435.18,63,Casado,Engenheiro,2,0,0
CPF-06051,7635.29,46,Casado,Outros,1,0,0
CPF-06764,3773.77,42,Divorciado,Médico,2,0,0
CPF-05866,8753.76,54,Solteiro,Autônomo,2,0,0
CPF-00634,11972.67,28,Solteiro,Médico,1,0,0
CPF-03535,13276.17,34,Solteiro,Servidor,1,0,0
CPF-04702,6540.14,61,Casado,Engenheiro,2,0,0
CPF-05370,14400.82,60,Divorciado,Médico,1,0,0
CPF-00340,7472.43,53,Divorciado,Empresário,2,0,0
CPF-06821,10467.9,34,Solteiro,Médico,2,0,0
CPF-01374,3485.86,52,Solteiro,Servidor,1,0,0
CPF-07376,11217.53,33,Solteiro,Empresário,1,0,0
CPF-05009,8439.08,64,Divorciado,Advogado,1,0,0
CPF-06030,5345.45,41,Divorciado,Advogado,2,0,0
CPF-03053,6609.42,58,Solteiro,Outros,2,0,0
CPF-05381,7137.74,55,Casado,Servidor,1,0,0
CPF-06766,6153.87,28,Solteiro,Outros,2,0,0
CPF-02036,1500.0,50,Casado,Engenheiro,1,0,0
CPF-02847,7489.31,56,Divorciado,Engenheiro,1,0,0
CPF-00036,7377.82,34,Solteiro,Comerciante,2,0,0
CPF-07950,7421.07,39,Divorciado,Servidor,2,0,0
CPF-07685,6965.45,32,Divorciado,Advogado,1,0,0
CPF-04473,6687.58,36,Casado,Advogado,1,0,0
CPF-00869,9434.2,38,Solteiro,Empresário,1,0,0
CPF-06596,10940.07,32,Divorciado,Engenheiro,2,0,0
CPF-00762,11529.85,33,Divorciado,Autônomo,1,0,0
CPF-04606,14568.79,44,Divorciado,Empresário,1,0,1
CPF-04771,4724.04,64,Divorciado,Servidor,1,0,0
CPF-05087,4752.17,48,Solteiro,Outros,2,0,0
CPF-05614,7834.55,55,Casado,Outros,1,0,0
CPF-00913,8950.61,41,Solteiro,Autônomo,2,1,0
CPF-05285,10257.11,49,Casado,Outros,1,0,0
CPF-07235,5767.83,48,Solteiro,Comerciante,2,0,0
CPF-03337,8679.19,32,Casado,Outros,1,0,0
CPF-07223,7419.16,40,Casado,Empresário,2,0,0
CPF-07578,6137.56,63,Divorciado,Servidor,1,0,0
CPF-02422,10711.77,57,Solteiro,Servidor,1,0,0
CPF-06234,12585.07,60,Casado,Advogado,1,0,0
CPF-03040,6965.11,30,Casado,Advogado,2,0,0
CPF-00130,6134.91,45,Solteiro,Advogado,1,0,0
CPF-03839,6030.35,59,Casado,Autônomo,1,0,0
CPF-03759,8926.68,25,Solteiro,Médico,1,0,0
CPF-05085,8896.66,33,Casado,Outros,1,1,0
CPF-04378,13189.24,25,Divorciado,Comerciante,2,0,0
CPF-04698,6913.53,30,Divorciado,Comerciante,2,0,0
CPF-01547,8972.5,61,Divorciado,Comerciante,1,0,0
CPF-00004,9120.2,51,Casado,Advogado,2,0,0
CPF-05057,9500.16,53,Divorciado,Médico,1,0,0
CPF-01930,8324.83,42,Solteiro,Engenheiro,2,0,0
CPF-00315,3179.58,48,Solteiro,Outros,2,0,0
CPF-00536,1704.25,39,Solteiro,Autônomo,2,0,0
CPF-00562,6677.61,64,Divorciado,Advogado,2,0,0
CPF-07841,6617.4,42,Casado,Empresário,2,0,0
CPF-02044,6447.69,64,Solteiro,Engenheiro,2,0,0
CPF-04015,7880.85,37,Casado,Outros,1,0,0
CPF-01641,8014.65,41,Solteiro,Outros,1,0,0
CPF-07825,9118.51,47,Solteiro,Advogado,1,0,0
CPF-06552,13096.89,53,Divorciado,Servidor,1,0,0
CPF-03500,8309.27,29,Casado,Médico,1,1,0
CPF-03335,3631.4,52,Solteiro,Autônomo,1,0,0
CPF-03718,7555.04,60,Casado,Comerciante,2,0,0
CPF-02196,5498.44,37,Solteiro,Empresário,1,0,0
CPF-02757,6278.32,37,Divorciado,Médico,2,1,0
CPF-01944,6856.77,55,Divorciado,Médico,2,0,0
CPF-02927,4027.0,51,Divorciado,Advogado,2,0,0
CPF-06615,5826.62,46,Casado,Médico,1,1,0
CPF-00767,9098.18,62,Solteiro,Comerciante,2,0,0
CPF-01885,12126.72,40,Casado,Advogado,1,0,0
CPF-04267,11002.08,32,Casado,Empresário,1,0,0
CPF-04650,10333.06,46,Casado,Outros,1,1,0
CPF-01980,13629.68,65,Casado,Engenheiro,1,0,0
CPF-02619,10639.71,52,Solteiro,Comerciante,2,0,0
CPF-00872,7065.78,50,Divorciado,Empresário,1,0,0
CPF-01768,5614.85,54,Casado,Médico,2,1,0
CPF-02203,8980.45,51,Solteiro,Engenheiro,2,0,0
CPF-00823,7262.17,35,Divorciado,Engenheiro,1,1,0
CPF-04213,8784.52,48,Casado,Outros,1,0,0
CPF-05921,6693.11,58,Divorciado,Comerciante,1,0,0
CPF-06607,12858.34,39,Solteiro,Comerciante,1,0,0
CPF-07032,10304.19,62,Solteiro,Outros,1,0,0
CPF-02006,13109.54,36,Casado,Comerciante,2,1,0
CPF-03770,9240.78,45,Casado,Outros,2,0,1
CPF-05149,6335.91,64,Casado,Empresário,2,1,0
CPF-02216,11938.87,26,Solteiro,Autônomo,1,0,0
CPF-05159,1500.0,33,Divorciado,Médico,1,0,0
CPF-03567,6614.28,32,Divorciado,Servidor,2,0,0
CPF-07056,9994.11,45,Solteiro,Médico,2,0,0
CPF-02149,8971.34,32,Solteiro,Autônomo,2,0,0
CPF-03006,11942.86,59,Divorciado,Empresário,2,0,1
CPF-00346,3883.31,33,Divorciado,Médico,2,0,0
CPF-05475,8834.13,54,Divorciado,Autônomo,2,0,0
CPF-06567,8899.84,27,Divorciado,Médico,1,1,0
CPF-01570,5546.91,52,Solteiro,Empresário,1,1,0
CPF-00240,9395.51,56,Divorciado,Servidor,1,0,0
CPF-07750,5011.49,58,Casado,Empresário,1,0,0
CPF-07148,6706.0,60,Solteiro,Servidor,1,1,0
CPF-03867,6585.52,37,Divorciado,Engenheiro,1,0,0
CPF-05679,4376.69,41,Divorciado,Comerciante,1,0,0
CPF-00635,7819.64,43,Solteiro,Advogado,2,0,0
CPF-05434,9032.7,46,Casado,Engenheiro,2,0,0
CPF-07020,4173.57,58,Casado,Advogado,1,0,0
CPF-07000,3408.93,46,Casado,Servidor,2,0,1
CPF-02831,10095.44,26,Casado,Comerciante,1,0,1
CPF-06752,6752.97,40,Divorciado,Autônomo,2,0,0
CPF-05466,6213.2,60,Divorciado,Engenheiro,2,0,0
CPF-01298,6332.32,65,Casado,Médico,2,0,0
CPF-07640,2284.7,47,Divorciado,Servidor,1,0,0
CPF-06489,10972.0,34,Solteiro,Servidor,2,0,0
CPF-01217,10929.58,50,Solteiro,Engenheiro,1,0,0
CPF-01926,10007.39,41,Divorciado,Advogado,1,0,0
CPF-06688,10974.05,38,Divorciado,Autônomo,2,0,0
CPF-00638,9303.49,33,Solteiro,Comerciante,2,0,0
CPF-00882,8798.42,59,Solteiro,Engenheiro,1,0,0
CPF-02282,13069.86,32,Casado,Engenheiro,2,0,0
CPF-04169,16288.26,64,Solteiro,Engenheiro,2,0,0
CPF-02694,9221.32,39,Casado,Médico,2,0,0
CPF-02510,1500.0,63,Casado,Engenheiro,1,0,0
CPF-01228,7508.97,27,Casado,Empresário,1,0,1
CPF-04069,5897.38,38,Divorciado,Outros,2,0,0
CPF-04163,7242.98,61,Casado,Outros,1,0,0
CPF-04309,5876.28,62,Divorciado,Autônomo,2,0,0
CPF-07799,10852.51,47,Casado,Comerciante,2,0,0
CPF-05287,6382.69,25,Divorciado,Servidor,2,0,0
CPF-01628,10950.46,60,Solteiro,Engenheiro,2,0,0
CPF-01367,7234.15,30,Casado,Empresário,1,0,0
CPF-01447,7071.94,61,Casado,Outros,1,0,0
CPF-06231,3616.35,42,Casado,Autônomo,1,0,0
CPF-02688,4654.79,55,Solteiro,Outros,1,0,0
CPF-02399,7069.33,25,Casado,Empresário,2,0,0
CPF-02987,9312.07,32,Casado,Servidor,2,0,0
CPF-02818,1500.0,57,Divorciado,Engenheiro,2,1,0
CPF-05489,8212.26,46,Casado,Outros,1,0,0
CPF-00491,9019.87,46,Solteiro,Advogado,2,0,0
CPF-04894,2311.44,33,Solteiro,Empresário,1,1,0
CPF-03254,5655.23,51,Casado,Outros,2,0,0
CPF-03750,9071.41,30,Casado,Comerciante,2,0,0
CPF-00355,5890.27,57,Divorciado,Comerciante,1,0,0
CPF-07146,1500.0,45,Casado,Médico,1,0,0
CPF-02360,14287.66,49,Casado,Médico,2,0,0
CPF-03027,10800.96,28,Casado,Engenheiro,1,0,1
CPF-03102,3780.39,28,Solteiro,Servidor,1,0,0
CPF-03464,6662.57,32,Solteiro,Empresário,1,0,1
CPF-05430,10520.45,34,Divorciado,Engenheiro,2,0,0
CPF-06891,6535.92,64,Divorciado,Empresário,2,0,0
CPF-04746,10202.71,25,Solteiro,Advogado,1,0,0
CPF-07741,13353.18,27,Solteiro,Servidor,1,0,0
CPF-01480,4652.54,28,Divorciado,Servidor,2,0,0
CPF-00483,11611.68,64,Solteiro,Empresário,2,0,0
CPF-00897,10257.48,29,Solteiro,Autônomo,1,0,0
CPF-06904,3429.46,63,Casado,Autônomo,2,0,0
CPF-07588,4766.03,37,Solteiro,Autônomo,1,0,0
CPF-05900,10284.56,47,Casado,Advogado,2,0,0
CPF-01501,6722.36,28,Solteiro,Médico,1,0,0
CPF-06034,6033.4,38,Divorciado,Médico,2,0,0
CPF-03364,5788.43,45,Solteiro,Médico,1,0,0
CPF-07781,10094.43,43,Casado,Comerciante,1,0,0
CPF-02138,7539.3,34,Casado,Servidor,2,0,0
CPF-01322,9346.27,41,Solteiro,Comerciante,2,1,0
CPF-07407,6934.72,64,Casado,Advogado,2,0,0
CPF-05851,8960.13,41,Solteiro,Comerciante,1,0,0
CPF-02154,10646.32,48,Divorciado,Outros,2,0,0
CPF-03546,8670.16,63,Solteiro,Empresário,1,0,0
CPF-03489,3707.1,25,Casado,Outros,1,0,0
CPF-03455,6807.58,35,Casado,Empresário,2,0,0
CPF-03935,9282.68,54,Solteiro,Engenheiro,2,0,0
CPF-04784,5459.34,57,Solteiro,Empresário,2,0,0
CPF-05337,8372.59,26,Casado,Outros,1,0,0
CPF-06820,4871.53,30,Divorciado,Engenheiro,2,0,0
CPF-05548,5854.29,44,Casado,Engenheiro,1,0,0
CPF-00458,6978.75,38,Divorciado,Engenheiro,2,0,0
CPF-07310,11421.24,39,Divorciado,Autônomo,1,0,0
CPF-06001,8249.12,38,Divorciado,Servidor,1,0,0
CPF-05011,8268.15,29,Casado,Engenheiro,2,0,0
CPF-07024,12755.37,54,Divorciado,Outros,1,0,0
CPF-06270,5882.8,65,Solteiro,Servidor,2,0,0
CPF-03830,5987.28,63,Divorciado,Empresário,2,0,0
CPF-03243,10311.96,31,Casado,Comerciante,2,0,1
CPF-03504,9528.31,61,Solteiro,Autônomo,2,1,0
CPF-06733,9060.03,47,Casado,Empresário,1,0,0
CPF-07987,9062.03,53,Casado,Autônomo,2,0,0
CPF-04954,9715.29,48,Casado,Comerciante,1,1,0
CPF-04868,8213.69,54,Divorciado,Comerciante,2,0,0
CPF-00418,2555.62,36,Solteiro,Empresário,2,0,0
CPF-00484,6312.46,40,Divorciado,Empresário,2,1,0
CPF-04588,5606.34,43,Divorciado,Outros,2,0,0
CPF-04459,10189.94,35,Solteiro,Advogado,2,0,1
CPF-03133,12685.66,38,Solteiro,Outros,2,1,0
CPF-07016,8927.0,41,Casado,Advogado,1,0,0
CPF-03542,6461.5,59,Solteiro,Outros,1,0,0
CPF-00236,7828.74,28,Divorciado,Outros,1,0,0
CPF-01740,8225.43,63,Divorciado,Outros,1,0,0
CPF-07705,9556.51,50,Casado,Servidor,1,0,0
CPF-00175,5613.73,55,Divorciado,Comerciante,1,0,0
CPF-01273,7203.66,45,Divorciado,Comerciante,1,0,0
CPF-07442,9163.9,31,Casado,Engenheiro,1,0,0
CPF-02060,10225.93,56,Casado,Engenheiro,1,0,0
CPF-06348,7260.66,32,Divorciado,Empresário,1,0,0
CPF-02465,8581.57,45,Solteiro,Médico,1,0,0
CPF-06980,11314.53,64,Solteiro,Empresário,1,0,0
CPF-00410,9643.19,25,Solteiro,Empresário,2,0,0
CPF-07173,8505.52,42,Solteiro,Engenheiro,2,0,0
CPF-02728,3972.4,40,Solteiro,Médico,2,0,0
CPF-00184,2790.71,40,Solteiro,Autônomo,1,0,0
CPF-02750,11085.44,48,Divorciado,Servidor,1,0,0
CPF-05107,7217.02,52,Solteiro,Advogado,2,0,0
CPF-02113,9840.46,33,Divorciado,Médico,2,0,0
CPF-02471,9654.74,36,Divorciado,Outros,2,0,0
CPF-02832,8052.61,35,Casado,Autônomo,2,0,0
CPF-07111,9661.96,38,Casado,Empresário,2,0,0
CPF-05053,7481.52,60,Solteiro,Empresário,2,1,0
CPF-07120,13070.39,52,Solteiro,Autônomo,2,0,0
CPF-00139,7245.58,52,Casado,Autônomo,2,0,0
CPF-00795,4268.69,29,Divorciado,Autônomo,2,0,1
CPF-05128,7357.85,62,Divorciado,Comerciante,2,0,0
CPF-01397,14011.27,65,Divorciado,Advogado,1,0,0
CPF-00860,6169.81,63,Divorciado,Médico,2,0,0
CPF-02520,6691.78,61,Solteiro,Outros,2,0,0
CPF-00155,9261.59,47,Solteiro,Engenheiro,1,0,0
CPF-03663,10011.39,43,Divorciado,Médico,2,0,0
CPF-04408,14385.48,56,Casado,Autônomo,2,0,0
CPF-05391,8164.12,40,Casado,Empresário,1,0,0
CPF-02774,6064.72,65,Divorciado,Empresário,1,0,0
CPF-05154,9344.42,43,Divorciado,Servidor,1,0,0
CPF-04725,8630.74,38,Divorciado,Comerciante,1,0,0
CPF-03273,7239.37,41,Casado,Empresário,2,0,0
CPF-03382,12044.08,41,Casado,Outros,1,0,0
CPF-04085,6749.21,36,Divorciado,Empresário,2,0,0
CPF-07455,8647.55,30,Casado,Médico,1,0,0
CPF-02588,7445.39,46,Divorciado,Servidor,2,0,0
CPF-07857,6577.72,38,Divorciado,Engenheiro,1,0,0
CPF-00508,7492.25,52,Casado,Empresário,2,0,0
CPF-04577,8735.13,44,Solteiro,Médico,2,0,0
CPF-03009,9091.96,51,Divorciado,Autônomo,2,0,0
CPF-06517,8422.39,36,Casado,Outros,1,0,0
CPF-03352,6971.95,54,Casado,Médico,2,0,0
CPF-00987,9063.41,63,Solteiro,Servidor,2,0,0
CPF-01335,8940.51,51,Casado,Comerciante,2,0,0
CPF-02871,5131.46,41,Solteiro,Advogado,1,0,0
CPF-00328,5313.77,31,Divorciado,Outros,1,0,0
CPF-02921,8536.18,54,Solteiro,Médico,1,0,0
CPF-01043,6367.81,25,Casado,Engenheiro,2,0,0
CPF-00088,8380.48,38,Divorciado,Engenheiro,2,1,0
CPF-04088,11710.07,35,Divorciado,Autônomo,1,0,0
CPF-05293,12009.7,29,Casado,Engenheiro,2,0,0
CPF-04478,6401.45,65,Solteiro,Autônomo,1,0,0
CPF-00135,9518.73,57,Solteiro,Autônomo,2,0,0
CPF-04484,10034.48,59,Divorciado,Outros,1,0,0
CPF-07285,12122.71,63,Divorciado,Advogado,2,1,1
CPF-03142,11106.94,35,Divorciado,Advogado,2,1,0
CPF-02183,1703.29,40,Casado,Servidor,1,1,0
CPF-02892,10363.43,26,Solteiro,Advogado,1,0,0
CPF-07478,9311.1,42,Divorciado,Empresário,2,0,0
CPF-05985,4132.82,30,Divorciado,Outros,2,0,0
CPF-04777,4341.03,37,Casado,Autônomo,1,0,0
CPF-03011,11670.78,34,Divorciado,Servidor,2,0,0
CPF-03523,8775.46,59,Solteiro,Advogado,1,0,0
CPF-04156,7087.96,63,Solteiro,Médico,2,0,0
CPF-04792,4448.9,56,Solteiro,Servidor,2,0,0
CPF-03774,10679.68,48,Solteiro,Servidor,2,0,0
CPF-07677,6587.32,28,Solteiro,Outros,1,0,0
CPF-06581,8570.85,56,Casado,Empresário,2,0,0
CPF-06587,5733.07,40,Solteiro,Engenheiro,1,0,1
CPF-04864,7622.02,59,Divorciado,Empresário,1,0,0
CPF-02612,11887.91,48,Divorciado,Outros,2,0,0
CPF-00850,9832.53,28,Divorciado,Autônomo,2,0,0
CPF-01307,8984.68,38,Solteiro,Médico,2,1,0
CPF-02998,10726.32,31,Divorciado,Médico,2,0,0
CPF-02771,6895.61,29,Casado,Servidor,1,0,0
CPF-07319,8743.06,47,Solteiro,Outros,1,0,0
CPF-02706,6285.32,47,Casado,Médico,2,0,0
CPF-01888,10142.46,38,Casado,Autônomo,1,0,0
CPF-07721,7652.32,40,Solteiro,Engenheiro,1,0,0
CPF-07800,11110.65,38,Solteiro,Empresário,2,0,0
CPF-07178,7343.61,41,Casado,Comerciante,2,0,0
CPF-07631,10463.87,52,Solteiro,Servidor,2,0,0
CPF-00688,6077.62,34,Divorciado,Comerciante,1,0,0
CPF-06874,4321.07,51,Divorciado,Engenheiro,2,0,0
CPF-03732,9893.76,37,Solteiro,Servidor,2,0,0
CPF-03634,8294.6,64,Casado,Médico,1,0,0
CPF-01893,1500.0,64,Casado,Empresário,1,0,0
CPF-02176,5933.45,45,Solteiro,Engenheiro,1,0,0
CPF-03622,4912.23,41,Solteiro,Empresário,1,0,0
CPF-06481,7440.8,38,Solteiro,Outros,1,0,1
CPF-05481,10725.83,43,Divorciado,Comerciante,1,0,0
CPF-02985,7923.0,49,Solteiro,Servidor,1,1,0
